title,image_url,product_url,gender,sleeve_type,local_image,source
Khodal Creation Cotton Blend Regular Fit Solids Full Sleeves Men's Casual Shirt - Blue ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/i/g/Khodal-Creation-Cotton-Blend-Regular-SDL292148645-1-e2134.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/khodal-creation-cotton-blend-regular/6917529700289301269,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0010.jpg,snapdeal
Nexra Creation Cotton Blend Regular Fit Solids Full Sleeves Men's Casual Shirt - Mint Green ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/7/u/Nexra-Creation-Cotton-Blend-Regular-SDL652278007-1-c4513.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/nexra-creation-cotton-blend-regular/5764608194873145638,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0011.jpg,snapdeal
VELLOSTA Polyester Regular Fit Self Design Full Sleeves Men's Casual Shirt - Light Blue ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/e/w/VELLOSTA-Polyester-Regular-Fit-Self-SDL255403434-1-edeba.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/vellosta-polyester-regular-fit-self/6341068896568162088,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0012.jpg,snapdeal
BJM ENTERPRISE 100% Cotton Regular Fit Self Design Full Sleeves Men's Casual Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/g/8/BJM-ENTERPRISE-100-Cotton-Regular-SDL338140487-1-e2c6d.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/bjm-enterprise-100-cotton-regular/5764608147990498056,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0013.jpg,snapdeal
DESHBANDHU DBK 100% Cotton Regular Fit Solids Full Sleeves Men's Casual Shirt - White ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/f/2/DESHBANDHU-DBK-100-Cotton-Regular-SDL511628164-1-57e9f.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/deshbandhu-dbk-100-percent-cotton/654446196870,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0014.jpg,snapdeal
ALY JH0N 100% Cotton Regular Fit Solids Full Sleeves Men's Casual Shirt - Coffee ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/h/3/ALY-JH0N-100-Cotton-Regular-SDL899838851-1-e7f75.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/aly-jh0n-100-cotton-regular/5188147395868500984,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0015.jpg,snapdeal
LAXBON Poly Cotton Regular Fit Solids Full Sleeves Men's Casual Shirt - White ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/9/t/LAXBON-Poly-Cotton-Regular-Fit-SDL318435161-1-b8d94.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/laxbon-poly-cotton-regular-fit/6917529655579019957,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0016.jpg,snapdeal
Nexra Creation Cotton Blend Regular Fit Solids Full Sleeves Men's Casual Shirt - Grey ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/7/u/Nexra-Creation-Cotton-Blend-Regular-SDL684915323-1-eb634.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/nexra-creation-cotton-blend-regular/6341068947176569126,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0017.jpg,snapdeal
MAN'S SUITUP Cotton Blend Regular Fit Solids Full Sleeves Men's Casual Shirt - Green ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/2/5/MAN-S-SUITUP-Cotton-Blend-SDL718125100-1-ad1b4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/mans-suitup-cotton-blend-regular/620909341871,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0018.jpg,snapdeal
Buckberry Cotton Blend Regular Fit Solids Full Sleeves Men's Casual Shirt - Red ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/9/w/Buckberry-Cotton-Blend-Regular-Fit-SDL733513696-1-e07f4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/buckberry-cotton-blend-regular-fit/684906979282,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0019.jpg,snapdeal
MASTER MARK CLOTHING Cotton Blend Regular Fit Printed Half Sleeves Men's Casual Shirt - Cream ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/i/0/MASTER-MARK-CLOTHING-Cotton-Blend-SDL325831343-1-b6bea.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/master-mark-clothing-cotton-blend/626073416018,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0020.jpg,snapdeal
VTEXX Cotton Blend Regular Fit Solids Half Sleeves Men's Casual Shirt - Dark Green ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/3/e/VTEXX-Cotton-Blend-Regular-Fit-SDL432908582-1-db9c6.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/vtexx-cotton-blend-regular-fit/6917529661346605466,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0021.jpg,snapdeal
DEARISE Cotton Blend Regular Fit Self Design Half Sleeves Men's Casual Shirt - White ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/7/h/DEARISE-Cotton-Blend-Regular-Fit-SDL686986789-1-69bad.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/dearise-cotton-blend-regular-fit/5764608170014523958,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0022.jpg,snapdeal
Fashion Founder Cotton Blend Regular Fit Printed Half Sleeves Men's Casual Shirt - Multicolor ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/f/w/Fashion-Founder-Cotton-Blend-Regular-SDL662705667-1-393f0.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fashion-founder-cotton-blend-regular/646982231857,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0023.jpg,snapdeal
FABRIPPLE Cotton Blend Regular Fit Striped Half Sleeves Men's Casual Shirt - Blue ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/n/FABRIPPLE-Cotton-Blend-Regular-Fit-SDL782321288-1-3871d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-cotton-blend-regular-fit/628593244112,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0024.jpg,snapdeal
VTEXX Cotton Blend Regular Fit Solids Half Sleeves Men's Casual Shirt - Mustard ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/3/e/VTEXX-Cotton-Blend-Regular-Fit-SDL591004023-1-32bac.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/vtexx-cotton-blend-regular-fit/5764608156739758490,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0025.jpg,snapdeal
FABRIPPLE Cotton Blend Regular Fit Striped Half Sleeves Men's Casual Shirt - Coral ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/n/FABRIPPLE-Cotton-Blend-Regular-Fit-SDL701843808-1-8e8e4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-cotton-blend-regular-fit/680893492916,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0026.jpg,snapdeal
Ethnic Trendz Cotton Blend Regular Fit Solids Half Sleeves Men's Casual Shirt - Olive ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/3/k/Ethnic-Trendz-Cotton-Blend-Regular-SDL877439712-1-1914c.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ethnic-trendz-cotton-blend-regular/7205760060347672045,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0027.jpg,snapdeal
FABRIPPLE Cotton Blend Regular Fit Checks Half Sleeves Men's Casual Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/n/FABRIPPLE-Cotton-Blend-Regular-Fit-SDL720426247-1-866b9.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-cotton-blend-regular-fit/636376101343,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0028.jpg,snapdeal
ARZ Poly Cotton Regular Fit Printed Half Sleeves Men's Casual Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/4/9/ARZ-Poly-Cotton-Regular-Fit-SDL848035024-1-873c6.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/arz-poly-cotton-regular-fit/624765950191,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0029.jpg,snapdeal
SNKV TRENDS Cotton Blend Regular Fit Solids Half Sleeves Men's Casual Shirt - White ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/i/g/SNKV-TRENDS-Cotton-Blend-Regular-SDL575641880-1-8919e.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/snkv-trends-cotton-blend-regular/680021777009,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0030.jpg,snapdeal
FABRIPPLE Polyester Regular Fit Printed Half Sleeves Men's Casual Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/n/FABRIPPLE-Polyester-Regular-Fit-Printed-SDL456139471-1-f65bf.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-polyester-regular-fit-printed/650427782276,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0031.jpg,snapdeal
TarrenT HunT Cotton Blend Regular Fit Solids Half Sleeves Men's Casual Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/g/4/TarrenT-HunT-Cotton-Blend-Regular-SDL792799880-1-76818.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/tarrent-hunt-cotton-blend-regular/655217829152,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0032.jpg,snapdeal
FABRIPPLE Polyester Regular Fit Printed Half Sleeves Men's Casual Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/n/FABRIPPLE-Polyester-Regular-Fit-Printed-SDL925366478-1-1f39a.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-polyester-regular-fit-printed/670521123629,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0033.jpg,snapdeal
STI Cotton Blend Regular Fit Checks Half Sleeves Men's Casual Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/4/b/STI-Cotton-Blend-Regular-Fit-SDL126917044-1-58aa4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/sti-cotton-blend-regular-fit/663870537597,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0034.jpg,snapdeal
TERIZLA Cotton Blend Regular Fit Printed Half Sleeves Men's Casual Shirt - Beige ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/7/t/TERIZLA-Cotton-Blend-Regular-Fit-SDL454539096-1-a1fdc.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/terizla-cotton-blend-regular-fit/680190641716,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0035.jpg,snapdeal
seventeenstitch Polyester Regular Fit Printed Half Sleeves Men's Casual Shirt - Grey ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/i/l/seventeenstitch-Polyester-Regular-Fit-Printed-SDL045378091-1-a8a2d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/seventeenstitch-polyester-regular-fit-printed/5764608164897059462,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0036.jpg,snapdeal
Ethnic Trendz Cotton Blend Regular Fit Solids Half Sleeves Men's Casual Shirt - Brown ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/k/r/Ethnic-Trendz-Cotton-Blend-Regular-SDL009726764-1-a1c31.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ethnic-trendz-cotton-blend-regular/634131392388,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0037.jpg,snapdeal
SAM & JACK 100% Cotton Slim Fit Solids Half Sleeves Men's Casual Shirt - White ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/3/w/SAM-JACK-100-Cotton-Slim-SDL719598457-1-14f16.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/sam-jack-100-cotton-slim/679676491136,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0038.jpg,snapdeal
Aai Creation Poly Cotton Slim Fit Printed Half Sleeves Men's Casual Shirt - Multicolor ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/g/4/Aai-Creation-Poly-Cotton-Slim-SDL195283863-1-2032f.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/aai-creation-poly-cotton-slim/646954761761,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0039.jpg,snapdeal
Eyebogler Pack of 1 Polyester Regular Fit Men's T-Shirt ( Black ),https://g.sdlcdn.com/imgs/k/0/p/Eyebogler-Pack-of-1-Polyester-SDL265170937-1-8b222.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/eyebogler-pack-of-1-polyester/5764608154795120983,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0040.jpg,snapdeal
Alexender Cotton Regular Fit Solid Full Sleeves Men's Mandarin Collar T-Shirt - Grey ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/2/m/Alexender-Cotton-Regular-Fit-Solid-SDL150554144-1-ebd4a.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/alexender-cotton-regular-fit-solid/665832058408,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0041.jpg,snapdeal
FABRIPPLE Polyester Regular Fit Printed Full Sleeves Men's Round T-Shirt - Multicolor ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/5/FABRIPPLE-Polyester-Regular-Fit-Printed-SDL874637621-1-015b6.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-polyester-regular-fit-printed/632516887714,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0042.jpg,snapdeal
Alexender Cotton Regular Fit Printed Full Sleeves Men's Round T-Shirt - Black ( Pack of 1 ),https://g.sdlcdn.com/imgs/l/e/y/677564241797_Black_-068f0.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/alexender-cotton-regular-fit-printed/677564241797,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0043.jpg,snapdeal
Mridula Boutique Men Polyester Regular Fit Solid T-Shirt ( Black ),https://g.sdlcdn.com/imgs/l/g/5/Mridula-Boutique-Men-Polyester-Regular-SDL510767246-1-0c145.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/mridula-boutique-men-polyester-regular/649700595068,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0044.jpg,snapdeal
FABRIPPLE Polyester Regular Fit Printed Full Sleeves Men's Round T-Shirt - Purple ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/5/FABRIPPLE-Polyester-Regular-Fit-Printed-SDL169727287-1-4e342.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-polyester-regular-fit-printed/659268002875,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0045.jpg,snapdeal
Alexender Men Cotton Regular Fit Solid T-Shirt ( Grey ),https://g.sdlcdn.com/imgs/l/f/d/Alexender-Men-Cotton-Regular-Fit-SDL388474192-1-3ed15.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/alexender-men-cotton-regular-fit/668332929663,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0046.jpg,snapdeal
STI Polyester Regular Fit Printed Full Sleeves Men's Round T-Shirt - Grey ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/4/d/STI-Polyester-Regular-Fit-Printed-SDL450269828-1-142a1.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/sti-polyester-regular-fit-printed/8070451162472752926,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0047.jpg,snapdeal
Reya Polyester Regular Fit Self Design Full Sleeves Men's Round T-Shirt - Beige ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/3/7/Reya-Polyester-Regular-Fit-Self-SDL599188109-1-38378.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/reya-polyester-regular-fit-self/6917529647564229795,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0048.jpg,snapdeal
FABRIPPLE Polyester Regular Fit Printed Full Sleeves Men's Round T-Shirt - Grey ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/5/FABRIPPLE-Polyester-Regular-Fit-Printed-SDL291792790-1-cd425.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-polyester-regular-fit-printed/633091436240,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0049.jpg,snapdeal
GARBLY Men Cotton Blend Regular Fit Solid T-Shirt ( Black ),https://g.sdlcdn.com/imgs/l/e/1/GARBLY-Men-Cotton-Blend-Regular-SDL507022188-1-f5e6c.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/garbly-men-cotton-blend-regular/5188147425402753082,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0050.jpg,snapdeal
Alexender Cotton Regular Fit Solid Full Sleeves Men's Mandarin Collar T-Shirt - Red ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/2/m/Alexender-Cotton-Regular-Fit-Solid-SDL238002634-1-4012d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/alexender-cotton-regular-fit-solid/649331614373,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0051.jpg,snapdeal
Mridula Boutique Men Polyester Regular Fit Solid T-Shirt ( White ),https://g.sdlcdn.com/imgs/l/g/5/Mridula-Boutique-Men-Polyester-Regular-SDL517082639-1-8035b.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/mridula-boutique-men-polyester-regular/678814286703,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0052.jpg,snapdeal
STI Polyester Regular Fit Printed Full Sleeves Men's Round T-Shirt - Purple ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/4/c/STI-Polyester-Regular-Fit-Printed-SDL087883152-1-3c10d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/sti-polyester-regular-fit-printed/4899917057219315315,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0053.jpg,snapdeal
Rigo Pack of 1 Polyester Slim Fit Men's T-Shirt ( Black ),https://g.sdlcdn.com/imgs/k/v/r/Rigo-Polyester-Slim-Fit-Solid-SDL811010583-1-64d3d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/rigo-polyester-slim-fit-solid/651518730954,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0054.jpg,snapdeal
GESPO Pack of 1 Cotton Blend Regular Fit Men's T-Shirt ( Teal Blue ),https://g.sdlcdn.com/imgs/k/s/f/SDL992377372_1-c250f.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/gespo-teal-blue-cotton-blend/656987896536,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0055.jpg,snapdeal
Try This Pack of 1 Cotton Blend Regular Fit Men's T-Shirt ( Black ),https://g.sdlcdn.com/imgs/k/z/2/Try-This-Pack-of-1-SDL848468577-1-1616a.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/try-this-pack-of-1/5764608165867756423,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0056.jpg,snapdeal
Alexender Men Cotton Regular Fit Solid T-Shirt ( Black ),https://g.sdlcdn.com/imgs/l/f/d/Alexender-Men-Cotton-Regular-Fit-SDL301109728-1-11b48.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/alexender-men-cotton-regular-fit/624832908323,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0057.jpg,snapdeal
AIFEES Men Cotton Blend Regular Fit Printed T-Shirt ( Brown ),https://g.sdlcdn.com/imgs/l/k/6/AIFEES-Men-Cotton-Blend-Regular-SDL380674281-1-37c6b.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/aifees-men-cotton-blend-regular/637156063321,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0058.jpg,snapdeal
FABRIPPLE Polyester Regular Fit Printed Full Sleeves Men's Round T-Shirt - Yellow ( Pack of 1 ),https://g.sdlcdn.com/imgs/k/1/5/FABRIPPLE-Polyester-Regular-Fit-Printed-SDL703773173-1-e638a.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fabripple-polyester-regular-fit-printed/655120526823,male,full_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0059.jpg,snapdeal
Leotude Men Cotton Blend Oversized Fit Printed T-Shirt ( Green ),https://g.sdlcdn.com/imgs/k/8/0/Leotude-Men-Cotton-Blend-Oversized-SDL721979270-1-743b4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/leotude-men-cotton-blend-oversized/7493990409300154539,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0060.jpg,snapdeal
TREND SKY Polyester Regular Fit Solid Half Sleeves Men's Round T-Shirt - Grey ( Pack of 2 ),https://g.sdlcdn.com/imgs/k/6/o/TREND-SKY-Polyester-Regular-Fit-SDL761260817-1-d7be4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/trend-sky-polyester-regular-fit/5764608145749730875,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0061.jpg,snapdeal
AIFEES Men Polyester Regular Fit Printed T-Shirt ( White ),https://g.sdlcdn.com/imgs/l/k/6/AIFEES-Men-Polyester-Regular-Fit-SDL308199635-1-4e4a8.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/aifees-men-polyester-regular-fit/634903188918,male,half_sleeve,D:\vs code\projects 2026\fashion_scraper_and_classifier\data\images\product_0062.jpg,snapdeal
